ball,bowler_batsman,result,commentary,length,line
11.1,"Ashwin to Smith, no run",â€¢,"muted appeal, but I think that's sliding down leg. Ashwin is convinced and he has convinced Rahane to take a review. This was tossed up on leg stump, Smith went for a hard slog-sweep and missed it, beaten by the loop, but the ball pitched and was turning into him. Surely sliding down. And after a delay with Hawkeye, we finally confirm that was missing leg stump. In fact it was just clipping, so India get to hang on to their review.",Full,Leg Stump
10.6,"Saini to Labuschagne, no run",â€¢,"length on the stumps, clipped to midwicket",Good,Unknown
10.5,"Saini to Labuschagne, no run",â€¢,"beaten. Goes for the drive to a length ball that's nipping in outside off, and doesn't connect",Good,Outside Off
10.4,"Saini to Labuschagne, no run",â€¢,"full on the pads, picked off his feet to square leg",Full,Off Stump
10.3,"Saini to Labuschagne, no run",â€¢,"back of a length on off, clips it towards midwicket off the back foot",Good,Off Stump
10.2,"Saini to Labuschagne, no run",â€¢,"length on off, stays on the back foot and whips to square leg",Good,Off Stump
10.1,"Saini to Labuschagne, no run",â€¢,"back of a length on off, defended down the pitch",Good,Off Stump
9.6,"Ashwin to Labuschagne, 1 run",1,down the track again but almost beaten in flight. Had to adjust with the loop and drift and ended up pushing it into the legside,Unknown,Leg Stump
9.5,"Ashwin to Smith, 1 run",1,dances down the track and gets to the pitch to drive through mid-on,Good,Unknown
9.4,"Ashwin to Labuschagne, 1 run",1,"fuller, uses wrists to turn it through square leg, staying back in his crease",Full,Leg Stump
9.3,"Ashwin to Smith, 1 run",1,goes back and whips this through midwicket,Unknown,Unknown
9.2,"Ashwin to Warner, OUT",W,"he's trapped him lbw but Warner wants to review this, almost immediately. Was floated up on a length and going straight on, Warner went for the slog-sweep. The ball wasn't full enough for it, so he misses it entirely and is struck on the back leg. Hawkeye says umpire's call on impact, so Warner will have to be on his way. Ashwin has had the wood over him historically, and does it again.",Full,Leg Stump
9.1,"Ashwin to Warner, no run",â€¢,"fuller, comes on the front foot to defend",Full,Unknown
8.6,"Saini to Warner, 1 run",1,"full and wide outside off, he goes for the drive and connects smoothly. There is a sweeper back though, so he mops up",Full,Outside Off
8.5,"Saini to Labuschagne, 1 run",1,"room outside off again, and on the shorter side, stays beside it and punches through point",Short,Outside Off
8.4,"Saini to Labuschagne, no run",â€¢,"length coming into him on off, defended towards mid-on",Good,Off Stump
8.3,"Saini to Labuschagne, FOUR runs",4,"magnificent and disdainful. Bit of a gift, short and wide outside off, but he deals with it in a manner so pleasing to the eye. Stands tall and slaps it through cover with superb timing",Good,Outside Off
8.2,"Saini to Labuschagne, no run",â€¢,"short ball outside off, thought about pulling but decided against it, so wafted the bat over the ball to ensure he wouldn't touch it",Short,Outside Off
8.1,"Saini to Warner, 1 run",1,"fullish, angling into him, tucked through midwicket",Full,Unknown
7.6,"Siraj to Labuschagne, no run",â€¢,"angling in on off, fuller ball, defended",Full,Off Stump
7.5,"Siraj to Labuschagne, no run",â€¢,"fuller on leg stump, flicked off his pads to square leg",Full,Off Stump
7.4,"Siraj to Labuschagne, no run",â€¢,"length outside off, pushed into the offside",Good,Outside Off
7.3,"Siraj to Labuschagne, no run",â€¢,"length outside off, defended",Good,Outside Off
7.2,"Siraj to Labuschagne, FOUR runs",4,rocks back to this short ball and pulls with authority through square leg. Nicely transferred weight back and swivelled to generate power while also controlling it,Short,Leg Stump
7.1,"Siraj to Labuschagne, no run",â€¢,"full on off, defended back. Siraj has a shy at the striker's end, except the ball is nowhere near the stumps. Saha jumps up to collect and prevent an embarrassing four overthrows",Full,Off Stump
6.6,"Bumrah to Warner, 2 runs",2,shot. Gets a bit of margin and makes it count. A mite too full outside off and he's on that front foot to punch through cover,Full,Outside Off
6.5,"Bumrah to Warner, no run",â€¢,"homing in on that off stump is Bumrah, but Warner's moving confidently now. On the front foot to defend solidly",Unknown,Off Stump
6.4,"Bumrah to Warner, no run",â€¢,"length on off, coming into him, defended",Good,Off Stump
6.3,"Bumrah to Warner, no run",â€¢,"back of a length outside off, cuts it forcefully but straight to cover",Full,Outside Off
6.2,"Bumrah to Warner, no run",â€¢,"length outside off, punched to cover",Good,Outside Off
6.1,"Bumrah to Warner, FOUR runs",4,"tired the yorker I think but missed it narrowly, which allowed Warner to on-drive beautifully, to the long-on fence",Yorker,Unknown
5.6,"Siraj to Labuschagne, 2 runs",2,"full on the pads, and he turns it, using wrists, to get off the mark with a brace through midwicket",Full,Off Stump
5.5,"Siraj to Pucovski, OUT",W,"gets the outside edge. Superb ball, not much Pucovski could do. Banged in on a hard length and gets it to move appreciably away. Pucovski shaping to defend but the ball kisses the outside edge and Saha dives to his right to hold on.",Good,Unknown
5.4,"Siraj to Pucovski, no run",â€¢,"fuller outside off, defended to cover",Full,Outside Off
5.3,"Siraj to Pucovski, 2 runs",2,"length on the stumps, closes the bat face while keeping it near his body to get  a couple through midwicket",Good,Unknown
5.2,"Siraj to Pucovski, no run",â€¢,"back of a length, goes to pull but that maybe another one that didn't bounce as expected. Goes under his bat and he cops it on the midriff",Good,Unknown
5.1,"Siraj to Pucovski, no run",â€¢,"length on off stump, shuffles across from his guard outside leg to be in line with the ball to defend it",Good,Off Stump
4.6,"Bumrah to Warner, no run",â€¢,"sharp bouncer to end, Warner goes all Matrix in arching his back to let it pass over him",Short,Unknown
4.5,"Bumrah to Warner, no run",â€¢,"length coming into him, ends up on the pads, tucked to square leg",Good,Leg Stump
4.4,"Bumrah to Warner, no run",â€¢,clipped to midwicket,Unknown,Unknown
4.3,"Bumrah to Warner, no run",â€¢,"length outside off, Warner looks a bit tentative, because this one kept a mite low too. steers it towards the slips.",Good,Outside Off
4.2,"Bumrah to Warner, 2 runs",2,"full on the stumps, turned off his toes to fine leg",Full,Off Stump
4.1,"Bumrah to Warner, no run",â€¢,"length ball coming in on off, pushes at it, gets a thick inside edge to square leg",Good,Off Stump
3.6,"Siraj to Warner, 1 run",1,"length on the stumps, he was on the back foot a bit, and almost fell over while clipping it through midwicket on the back foot",Good,Unknown
3.5,"Siraj to Warner, 2 runs",2,"rides the bounce nicely to punch through point. Shorter ball, outside off, Warner stays beside the ball and times it well",Short,Outside Off
3.4,"Siraj to Warner, no run",â€¢,"fuller, going across him, lands outside off and going further away",Full,Outside Off
3.3,"Siraj to Warner, no run",â€¢,"length, going across him, stays in his crease and punches to cover",Good,Outside Off
3.2,"Siraj to Warner, no run",â€¢,"fuller outside off, driven to cover on the front foot",Full,Outside Off
3.1,"Siraj to Warner, no run",â€¢,"that one kept low.  Length ball outside off, it's a brand new ball, should have been zipping through but it scoots at just above ankle height.",Good,Outside Off
2.6,"Bumrah to Pucovski, no run",â€¢,"length, closer to off, bat close to body as he defends to cover",Good,Outside Off
2.5,"Bumrah to Pucovski, no run",â€¢,"length outside off, defended to cover",Good,Outside Off
2.4,"Bumrah to Pucovski, no run",â€¢,"fuller on off, comes on the front foot to defend",Full,Off Stump
2.3,"Bumrah to Pucovski, FOUR runs",4,"cracking shot. Too short outside off, doesn't really rise, so he has the room and length to essay a superb backfoot punch through cover",Good,Outside Off
2.2,"Bumrah to Pucovski, no run",â€¢,"length on the stumps, defended on the front foot",Good,Unknown
2.1,"Bumrah to Pucovski, no run",â€¢,"fuller on off, defended towards mid-on",Full,Off Stump
1.6,"Siraj to Warner, no run",â€¢,"fuller, tapped to mid-off",Full,Off Stump
1.5,"Siraj to Warner, no run",â€¢,"good bowling, after bringing them in, he jags this one away, going across Warner, who was coming forward to defend and can't stop his hands from a tiny movement following the ball. Movement is enough to elude the edge",Unknown,Unknown
1.4,"Siraj to Warner, no run",â€¢,"fuller, defended back down the pitch",Full,Unknown
1.3,"Siraj to Warner, no run",â€¢,"hurried him a bit, coming into him from a length and he jabs at it from the crease, keeping it out",Good,Unknown
1.2,"Siraj to Warner, no run",â€¢,"back of a length outside off, pushed into the offside",Good,Outside Off
1.1,"Siraj to Warner, no run",â€¢,"on target, attacking the stumps and hitting a good length, defended from the crease",Good,Unknown
0.6,"Bumrah to Pucovski, FOUR runs",4,"bouncer, and dealt with superbly by the debutant. Climbs on an offstump line but he gets into good position to pull this to deep midwicket with authority. The momentum of the swivel made him lose balance and fall down, but after the shot had been hit. There was no need to run anyway",Short,Off Stump
0.5,"Bumrah to Pucovski, no run",â€¢,"this one nips back in from outside off, and Pucovski defends solidly",Unknown,Outside Off
0.4,"Bumrah to Pucovski, no run",â€¢,"good length on off, defended into the offside",Good,Off Stump
0.3,"Bumrah to Pucovski, no run",â€¢,"moving away again outside off, and he shoulders arms again",Unknown,Outside Off
0.2,"Bumrah to Pucovski, no run",â€¢,"length on a fifth stump line and moving away, left alone",Good,Unknown
0.1,"Bumrah to Warner, 1 leg bye",1lb,"length on the pads and glanced to fine leg to get off the mark straightaway. Oh that came off the pad, so it's a leg bye. Warner not of the mark yet",Good,Off Stump
